category,min_pct,max_pct,weeks
Native Solana,35.793467153116457,44.611603930611785,27
Stablecoin,33.637762520606885,42.655484277816233,27
Meme Coin,7.468791636627862,17.352604549616288,27
Unmapped,4.517962564152015,8.537620138129429,27
Cross-Chain Asset,1.979496279433873,5.773319613277853,27
Liquid Staking,0.731040880404261,1.974576861659393,27
Tokenized RWA,0.193854708198304,1.657146676108450,27
Other,0.006423823347300,0.172801766117486,15
