total_swap_events,total_user_swaps,total_traders,dex_programs_used,distinct_input_tokens,distinct_output_tokens,first_swap,last_swap
465238625,267562076,7970524,89,1136645,1074350,2026-01-01 00:00:00.000 UTC,2026-06-30 23:59:59.000 UTC
